province,address,price,Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation
Arabkir,"Նիկողայոս Ադոնցի փողոց, Երևան","$195,000",Monolith,Yes,Available,9,99,3,2,from 3 m,4,Open balcony,Not available,Major Renovation
Arabkir,"Kievyan street, Yerevan","49,000,000 ֏",Panels,No,Available,10,78,3,2,from 2.8 m,5,Closed balcony,By agreement,Old Renovation
Kentron,"Մարշալ Բաղրամյան պողոտայի 3-րդ նրբանցք 7, Երևան","$500,000",Monolith,Yes,Available,6,185,4,3+,from 3.2 m,2,Multiple balconies,Not available,No Renovation
Kentron,"Nar-Dos street 34, Yerevan","$260,000",Monolith,Yes,Not available,4,133,4,2,from 3.2 m,2,Multiple balconies,Available,Major Renovation
Ajapnyak,"Գրիգոր Հասրաթյանի փողոց, Երևան","$93,000",Monolith,Yes,Available,14,59,2,1,from 3 m,3,Open balcony,Not available,No Renovation
Nor Nork,"Աշոտ Հովհաննիսյանի փողոց 24/1, Երևան","$63,000",Stone,No,Not available,5,38,2,1,from 2.75 m,5,Open balcony,Not available,Designer Renovation
Arabkir,"Հրաչյա Քոչարի փողոց, Երևան","$139,000",Stone,No,Not available,5,96,3,1,from 2.75 m,4,Open balcony,Available,Euro Renovation
Davitashen,"SasnaTsrer street, Yerevan","$229,000",Monolith,Yes,Available,18,90,3,1,from 3 m,3,Open balcony,Not available,No Renovation
Kentron,"Khanjyan Street, Yerevan","$190,000",Stone,No,Available,5,70,2,1,from 3.2 m,5,Open balcony,By agreement,Major Renovation
Arabkir,"Azatutyan avenue, Երևան","$95,000",Stone,No,Not available,5,37,2,1,from 3 m,2,Open balcony,By agreement,Major Renovation
Arabkir,"Գյուլբենկյան փողոց, Yerevan","$130,000",Panels,No,Available,14,81,3,1,from 2.8 m,4,Closed balcony,Available,Major Renovation
Arabkir,"Babayan street, Yerevan","$124,000",Stone,No,Not available,5,76,3,1,from 3 m,3,Closed balcony,Not available,Partial Renovation
Davitashen,"Davidashen 4-th block, Yerevan","$87,000",Panels,No,Available,14,64,2,1,from 2.8 m,4,Closed balcony,Not available,Old Renovation
Kentron,"Ծատուրյան փողոց, Երևան","$105,000",Panels,No,Available,14,62,2,1,from 2.75 m,1,Not available,Available,Cosmetic Renovation
Kentron,"Sayat Nova avenue, Yerevan","$150,000",Stone,No,Not available,4,32,1,1,from 3 m,4,Open balcony,Available,Major Renovation
Kentron,"Argishti street, Yerevan","$250,000",Monolith,Yes,Available,15,90,3,2,from 3 m,1,Not available,By agreement,Major Renovation
Ajapnyak,"Mazmanyan Street, Yerevan","$120,000",Panels,No,Available,14,120,4,1,from 2.8 m,11,Open balcony,Partial Furniture,Old Renovation
Davitashen,"Davidashen 2-nd block, Yerevan","$83,000",Panels,No,Available,9,53,2,1,from 2.8 m,2,Closed balcony,Available,Cosmetic Renovation
Davitashen,"Davidashen 1-st block, Yerevan","$245,000",Monolith,Yes,Available,12,124,4,2,from 2.75 m,9,Open balcony,Available,Major Renovation
Davitashen,"Davidashen 2-nd street, Yerevan","$140,000",Panels,No,Available,14,108,4,2,from 2.8 m,9,Open balcony,Not available,Major Renovation
Davitashen,"Դավթաշենի 4-րդ զանգված, Երևան","$155,000",Monolith,Yes,Available,14,67,2,1,from 3 m,4,Closed balcony,Partial Furniture,Euro Renovation
Davitashen,"Anastas Mikoyan street, Yerevan","$120,000",Monolith,Yes,Available,15,64,2,1,from 3 m,4,Open balcony,Not available,Major Renovation
Malatia-Sebastia,"Gusan Sheram Street, Yerevan","$100,000",Stone,No,Not available,5,83,4,1,from 2.75 m,5,Open balcony,Available,Partial Renovation
Kanaker-Zeytun,"Զաքարիա Քանաքեռցու փողոց, Երևան","$113,000",Panels,No,Available,9,93,4,1,from 2.75 m,7,Closed balcony,Not available,Old Renovation
Davitashen,"Davidashen 2-nd block, Yerevan","$102,000",Panels,No,Available,10,71,2,1,from 2.8 m,4,Multiple balconies,Partial Furniture,Old Renovation
Kentron,"Abovyan street, Yerevan","$322,000",Stone,No,Not available,4,89,3,2,from 3 m,4,Closed balcony,Partial Furniture,Major Renovation
Davitashen,"Davidashen 4-th block, Yerevan","$113,000",Panels,No,Available,9,98,3,1,from 2.8 m,9,Open balcony,By agreement,Cosmetic Renovation
Kentron,"Amiryan Street, Yerevan","$130,000",Panels,No,Available,11,40,1,1,from 3 m,10,Open balcony,Available,Major Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$100,000",Panels,No,Available,9,74,3,1,from 2.8 m,7,Closed balcony,Available,Partial Renovation
Arabkir,"Կոմիտասի պողոտա, Yerevan","$139,000",Stone,No,Not available,5,83,3,1,from 2.8 m,4,Multiple balconies,Available,Cosmetic Renovation
Nor Nork,"Մոլդովական փողոց, Երևան","$62,000",Panels,No,Not available,5,52,2,1,from 2.6 m,5,Open balcony,By agreement,No Renovation
Kanaker-Zeytun,"David Anhaght street, Yerevan","$145,000",Monolith,Yes,Available,8,72,3,1,from 3 m,8,Open balcony,Not available,No Renovation
Kentron,"Yeznik Koghbatsi street, Yerevan","$182,000",Panels,No,Available,9,80,2,1,from 2.75 m,9,Open balcony,Not available,Old Renovation
Kentron,"Khorenatsi street, Yerevan","$62,000",Stone,No,Not available,4,30,1,1,from 2.75 m,1,Not available,Not available,Cosmetic Renovation
Kentron,Yerevan › Kentron,"$150,000",Panels,No,Available,13,100,3,1,from 2.7 m,3,Closed balcony,Not available,Euro Renovation
Kentron,"Նալբանդյան փողոց, Երևան","$170,000",Panels,No,Available,10,80,3,1,from 2.7 m,10,Not available,Not available,Old Renovation
Arabkir,"Armen Tigranyan street, Yerevan","$122,000",Panels,No,Available,12,85,3,1,from 3 m,2,Closed balcony,Partial Furniture,Old Renovation
Arabkir,"Avet Avetisyan Street, Yerevan","$225,000",Panels,No,Available,16,92,3,1,from 2.6 m,13,Not available,Available,Designer Renovation
Kentron,"Khanjyan Street, Yerevan","$250,000",Stone,No,Available,6,95,4,1,from 3 m,5,Not available,Not available,Major Renovation
Kentron,"Արգիշտի փողոց, Երևան","$250,000",Monolith,Yes,Available,14,100,3,2,from 3 m,8,Not available,Not available,Major Renovation
Kentron,"Saryan Street, Yerevan","$290,000",Panels,No,Available,9,90,3,1,from 2.8 m,1,Not available,Not available,Major Renovation
Kentron,"Tigran Mets Avenue, Yerevan","$220,000",Stone,No,Not available,5,118,3,1,from 3 m,4,Closed balcony,Not available,Major Renovation
Kentron,"Amiryan Street, Yerevan","$205,000",Panels,No,Not available,10,96,3,1,from 2.8 m,3,Open balcony,Not available,Old Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$184,000",Panels,No,Available,14,71,2,1,from 2.8 m,11,Closed balcony,Not available,No Renovation
Ajapnyak,"Մելքումովի փողոց, Երևան","$90,000",Monolith,Yes,Available,7,60,2,1,from 2.75 m,6,Not available,Not available,Designer Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$215,000",Stone,No,Not available,5,63,2,1,from 3 m,4,Not available,Not available,Designer Renovation
Kentron,Yerevan › Kentron,"$310,000",Monolith,Yes,Available,21,110,3,1,from 3 m,13,Open balcony,Not available,Major Renovation
Kentron,"Kajaznuni street, Yerevan","$210,000",Stone,No,Not available,5,100,4,1,from 3 m,3,Not available,Not available,Major Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$550,000",Stone,No,Not available,4,350,6,3+,from 3 m,4,Multiple balconies,Not available,Major Renovation
Davitashen,"Դավթաշեն 3-րդ թաղամաս, Երևան","$148,000",Panels,No,Available,9,78,3,1,from 2.75 m,3,Not available,Available,Euro Renovation
Davitashen,"Davidashen 2-nd block, Yerevan","$160,000",Panels,No,Available,10,79,3,1,from 2.75 m,6,Open balcony,Available,Euro Renovation
Kentron,"Byron street 1, Yerevan","$715,000",Stone,No,Not available,5,216,4,1,from 2.7 m,4,Open balcony,Not available,Major Renovation
Kentron,"Zakian street, Yerevan","$408,000",Stone,No,Not available,6,143,4,1,from 2.8 m,3,Open balcony,Not available,Major Renovation
Kentron,"Moskovyan street, Երևան","$450,000",Stone,No,Available,6,92,3,1,from 3.5 m,3,Open balcony,By agreement,Major Renovation
Kentron,"Yervand Kochar street, Yerevan","$200,000",Panels,No,Available,9,99,3,1,from 2.7 m,5,Closed balcony,Not available,Major Renovation
Kentron,"Vardanants Street, Yerevan","$125,000",Panels,No,Available,10,70,2,1,from 2.7 m,3,Closed balcony,Not available,Euro Renovation
Malatia-Sebastia,"Улица Гусана Шерама, Ереван","$120,000",Panels,No,Available,9,90,4,1,from 2.75 m,6,Closed balcony,Available,Partial Renovation
Davitashen,"Դավթաշեն 4-րդ թաղամաս, Երևան","$176,000",Panels,No,Available,9,98,3,1,from 2.75 m,3,Not available,Available,Euro Renovation
Kentron,"Aram Street, Yerevan","$280,000",Monolith,Yes,Available,10,70,2,1,from 3 m,9,Open balcony,Not available,Major Renovation
Nor Nork,"Թոթովենց նրբանցք, Երևան","$82,000",Panels,No,Not available,5,49,2,1,from 2.75 m,3,Closed balcony,Available,Cosmetic Renovation
Kentron,"Derenik Demirchyan street, Yerevan","$165,000",Stone,No,Not available,6,90,2,1,from 2.75 m,6,Open balcony,Not available,Major Renovation
Kentron,"Բայրոնի փողոց, Երևան","$315,000",Stone,No,Not available,3,133,4,2,from 2.75 m,1,Closed balcony,Not available,Major Renovation
Kentron,"Զաքյան փողոց, Երևան","$420,000",Stone,No,Not available,5,160,5,2,from 3 m,4,Open balcony,Available,Major Renovation
Arabkir,"Aram Khachatryan street, Yerevan","$119,000",Panels,No,Available,13,50,2,1,from 2.75 m,9,Not available,By agreement,Designer Renovation
Ajapnyak,"Melkumov srteet, Yerevan","$170,000",Monolith,Yes,Not available,5,93,3,1,from 3.2 m,4,Open balcony,Available,Major Renovation
Kanaker-Zeytun,"Meliq Meliqyan street 17, Yerevan","$65,000",Panels,No,Available,9,54,1,1,from 2.75 m,2,Closed balcony,Available,Partial Renovation
Kentron,"Սարյանի փողոց, Երևան","$240,000",Panels,No,Available,16,88,4,1,from 3 m,15,Not available,Partial Furniture,Major Renovation
Kentron,"Yeznik Koghbatsi street, Yerevan","$142,000",Panels,No,Available,9,42,2,1,from 2.8 m,2,Not available,Available,Major Renovation
Kentron,"Verin Antarayin street, Yerevan","$260,000",Monolith,Yes,Available,14,52,2,1,from 3 m,3,Multiple balconies,Available,Major Renovation
Arabkir,"Mamikonyants street, Yerevan","$177,000",Stone,No,Not available,5,76,3,1,from 2.75 m,5,Open balcony,Available,Major Renovation
Malatia-Sebastia,"Օհանովի փողոց, Yerevan","$79,000",Panels,No,Available,9,47,1,1,from 2.75 m,6,Closed balcony,Not available,Major Renovation
Malatia-Sebastia,"Svachyan street, Yerevan","$100,000",Panels,No,Available,9,90,4,2,from 2.75 m,9,Closed balcony,Available,Cosmetic Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$130,000",Panels,No,Available,9,75,3,1,from 2.75 m,3,Open balcony,Available,Designer Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$130,000",Panels,No,Available,9,75,3,1,from 2.75 m,7,Closed balcony,Partial Furniture,Major Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$88,000",Panels,No,Available,9,68,2,2,from 2.75 m,3,Closed balcony,Available,Euro Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$110,000",Panels,No,Available,9,100,3,2,from 2.75 m,7,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,"Մալաթիայի փողոց, Երևան","$98,000",Panels,No,Available,9,62,2,1,from 2.75 m,8,Multiple balconies,Available,Major Renovation
Malatia-Sebastia,"Gusan Sheram Street, Yerevan","$152,000",Panels,No,Available,9,88,4,1,from 2.75 m,6,Closed balcony,Available,Designer Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$118,000",Panels,No,Available,9,90,4,2,from 2.75 m,9,Open balcony,Available,Major Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$106,000",Panels,No,Available,14,85,3,2,from 2.75 m,12,Closed balcony,Not available,Euro Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$130,000",Panels,No,Available,14,85,3,2,from 2.75 m,8,Closed balcony,Available,Major Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$112,000",Panels,No,Available,9,90,4,2,from 2.75 m,5,Multiple balconies,Not available,Partial Renovation
Kanaker-Zeytun,"Gogol street 3, Yerevan","$76,500",Panels,No,Not available,4,55,2,1,from 2.7 m,4,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$137,000",Panels,No,Available,9,72,3,1,from 2.8 m,7,Multiple balconies,Partial Furniture,Designer Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$120,000",Panels,No,Available,14,85,3,2,from 2.75 m,11,Multiple balconies,Available,Euro Renovation
Malatia-Sebastia,"Մալաթիայի փողոց, Երևան","$127,000",Panels,No,Available,9,80,3,1,from 2.75 m,8,Multiple balconies,Available,Major Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$90,000",Panels,No,Available,14,91,3,2,from 2.75 m,13,Multiple balconies,Not available,Old Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$75,000",Panels,No,Available,14,65,2,2,from 2.75 m,13,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$143,000",Panels,No,Available,9,90,4,2,from 2.75 m,5,Multiple balconies,Not available,Major Renovation
Malatia-Sebastia,"Sebastia St, Երևան","$88,000",Stone,No,Not available,5,73,3,1,from 2.7 m,3,Open balcony,By agreement,Euro Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$125,000",Panels,No,Available,9,80,3,2,from 2.75 m,6,Closed balcony,Available,Major Renovation
Malatia-Sebastia,"Ohanov street, Yerevan","$72,000",Panels,No,Available,9,50,1,1,from 2.75 m,8,Closed balcony,Not available,Euro Renovation
Kanaker-Zeytun,"Ezras Hasratian street, Yerevan","$69,000",Panels,No,Available,9,46,2,1,from 2.75 m,9,Open balcony,Not available,No Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$75,000",Panels,No,Available,9,54,1,1,from 2.75 m,2,Closed balcony,Available,Euro Renovation
Kentron,"Tumanyan street, Yerevan","$450,000",Monolith,Yes,Available,7,95,3,2,from 3 m,4,Open balcony,Available,Major Renovation
Malatia-Sebastia,"Զորավար Անդրանիկի փողոց, Երևան","$78,000",Panels,No,Available,14,55,2,2,from 2.75 m,13,Closed balcony,Partial Furniture,Euro Renovation
Malatia-Sebastia,"Մալաթիայի փողոց, Երևան","$85,000",Panels,No,Available,9,45,1,1,from 2.75 m,5,Closed balcony,Available,Euro Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$75,000",Panels,No,Available,9,67,2,2,from 2.75 m,3,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,"Մալաթիայի փողոց, Երևան","$123,000",Panels,No,Available,16,80,3,1,from 2.75 m,13,Closed balcony,Available,Major Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$107,000",Panels,No,Available,9,75,3,2,from 2.75 m,2,Closed balcony,Partial Furniture,Major Renovation
Malatia-Sebastia,"Ohanov street, Yerevan","$73,000",Stone,No,Not available,5,62,3,2,from 2.75 m,2,Multiple balconies,Available,Cosmetic Renovation
Malatia-Sebastia,"Kurghinyan street, Yerevan","$80,000",Stone,No,Not available,5,75,2,1,from 2.75 m,4,Multiple balconies,By agreement,No Renovation
Shengavit,"Aragats street, Yerevan","$75,000",Panels,No,Available,10,54,1,1,from 2.8 m,1,Not available,Not available,Major Renovation
Kentron,"Verin Antarayin street, Yerevan","$440,000",Monolith,Yes,Available,5,117,4,2,from 3 m,2,Open balcony,Available,Major Renovation
Nor Nork,"Gyurjyan street, Yerevan","$150,000",Monolith,Yes,Available,13,87,3,1,from 2.8 m,9,Not available,Partial Furniture,Major Renovation
Arabkir,"Aram Khachatryan street 26/1, Yerevan","$83,500",Panels,No,Available,9,42,2,1,from 2.7 m,2,Open balcony,Not available,Designer Renovation
Arabkir,"Babayan street 26, Yerevan","$132,000",Panels,No,Available,9,80,3,1,from 2.8 m,2,Open balcony,Available,Major Renovation
Nor Nork,"Moldovakan street, Yerevan","$72,000",Panels,No,Available,9,67,3,1,from 2.75 m,9,Closed balcony,Not available,No Renovation
Kentron,"Saryan Street, Yerevan","$160,000",Stone,No,Available,8,62,2,1,from 2.75 m,3,Closed balcony,Not available,No Renovation
Davitashen,"Davtashen 1st Block 41, Yerevan","$128,000",Panels,No,Available,16,106,4,1,from 2.8 m,8,Multiple balconies,Not available,Old Renovation
Kentron,"Sayat Nova avenue 14, Yerevan","$245,000",Stone,No,Not available,5,60,2,1,from 2.8 m,3,Open balcony,Available,Major Renovation
Erebuni,"Erebuni street, Yerevan","$81,000",Stone,No,Not available,5,72,3,1,from 2.6 m,5,Closed balcony,Not available,Cosmetic Renovation
Arabkir,"Sundukyan Street 25, Yerevan","$153,000",Stone,No,Not available,5,79,3,1,from 2.8 m,3,Open balcony,Partial Furniture,Designer Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$90,000",Panels,No,Available,14,91,3,2,from 2.75 m,13,Multiple balconies,Not available,Old Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$75,000",Panels,No,Available,14,65,2,2,from 2.75 m,13,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$143,000",Panels,No,Available,9,90,4,2,from 2.75 m,5,Multiple balconies,Not available,Major Renovation
Malatia-Sebastia,"Sebastia St, Երևան","$88,000",Stone,No,Not available,5,73,3,1,from 2.7 m,3,Open balcony,By agreement,Euro Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$125,000",Panels,No,Available,9,80,3,2,from 2.75 m,6,Closed balcony,Available,Major Renovation
Malatia-Sebastia,"Ohanov street, Yerevan","$72,000",Panels,No,Available,9,50,1,1,from 2.75 m,8,Closed balcony,Not available,Euro Renovation
Kanaker-Zeytun,"Ezras Hasratian street, Yerevan","$69,000",Panels,No,Available,9,46,2,1,from 2.75 m,9,Open balcony,Not available,No Renovation
Malatia-Sebastia,Yerevan › Malatia-Sebastia,"$75,000",Panels,No,Available,9,54,1,1,from 2.75 m,2,Closed balcony,Available,Euro Renovation
Kentron,"Tumanyan street, Yerevan","$450,000",Monolith,Yes,Available,7,95,3,2,from 3 m,4,Open balcony,Available,Major Renovation
Malatia-Sebastia,"Զորավար Անդրանիկի փողոց, Երևան","$78,000",Panels,No,Available,14,55,2,2,from 2.75 m,13,Closed balcony,Partial Furniture,Euro Renovation
Malatia-Sebastia,"Մալաթիայի փողոց, Երևան","$85,000",Panels,No,Available,9,45,1,1,from 2.75 m,5,Closed balcony,Available,Euro Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$75,000",Panels,No,Available,9,67,2,2,from 2.75 m,3,Closed balcony,Not available,Old Renovation
Malatia-Sebastia,"Մալաթիայի փողոց, Երևան","$123,000",Panels,No,Available,16,80,3,1,from 2.75 m,13,Closed balcony,Available,Major Renovation
Malatia-Sebastia,"Malatia street, Yerevan","$107,000",Panels,No,Available,9,75,3,2,from 2.75 m,2,Closed balcony,Partial Furniture,Major Renovation
Malatia-Sebastia,"Ohanov street, Yerevan","$73,000",Stone,No,Not available,5,62,3,2,from 2.75 m,2,Multiple balconies,Available,Cosmetic Renovation
Malatia-Sebastia,"Kurghinyan street, Yerevan","$80,000",Stone,No,Not available,5,75,2,1,from 2.75 m,4,Multiple balconies,By agreement,No Renovation
Shengavit,"Aragats street, Yerevan","$75,000",Panels,No,Available,10,54,1,1,from 2.8 m,1,Not available,Not available,Major Renovation
Kentron,"Verin Antarayin street, Yerevan","$440,000",Monolith,Yes,Available,5,117,4,2,from 3 m,2,Open balcony,Available,Major Renovation
Shengavit,"Բագրատունյաց փողոց, Երևան","$80,000",Stone,No,Available,6,58,1,1,from 2.6 m,6,Multiple balconies,Not available,No Renovation
Arabkir,"Մարշալ Բաղրամյան պողոտա, Yerevan","$135,000",Stone,No,Not available,4,39,1,1,from 3 m,4,Open balcony,Partial Furniture,Old Renovation
Arabkir,"Kievyan street, Yerevan","$189,000",Panels,No,Available,12,100,3,1,from 2.75 m,8,Open balcony,Available,Designer Renovation
Davitashen,"Davidashen 3-rd block, Yerevan","$140,000",Panels,No,Available,13,75,3,1,from 2.8 m,8,Open balcony,Available,Euro Renovation
Kentron,"Tigran Mets Avenue, Yerevan","$255,000",Stone,No,Not available,5,138,3,1,from 3 m,3,Open balcony,Not available,Euro Renovation
Davitashen,"Տիգրան Պետրոսյանի փողոց, Երևան","$179,000",Panels,No,Available,9,97,4,1,from 2.75 m,2,Open balcony,Available,Designer Renovation
Davitashen,Yerevan › Davitashen,"$260,000",Panels,No,Available,9,96,4,1,from 2.75 m,2,Not available,Available,Major Renovation
Avan,"Ծարավ աղբյուրի փողոց, Երևան","$460,000",Stone,No,Not available,2,120,4,2,from 2.8 m,2,Open balcony,By agreement,Major Renovation
Malatia-Sebastia,"Gusan Sheram Street, Yerevan","$126,000",Panels,No,Available,9,74,3,1,from 2.8 m,2,Not available,Partial Furniture,Major Renovation
Ajapnyak,"Ֆուչիկի փողոց, Երևան","$130,000",Stone,No,Not available,5,60,3,1,from 2.8 m,4,Not available,Available,Major Renovation
Malatia-Sebastia,"Leningradyan street, Yerevan","$120,500",Monolith,No,Available,14,73,3,1,from 3 m,11,Open balcony,Not available,No Renovation
Malatia-Sebastia,"Ohanov street, Yerevan","$130,000",Panels,No,Available,9,88,4,1,from 2.75 m,2,Open balcony,Available,Major Renovation
Davitashen,"Դավթաշենի 1-ին փողոց, Երևան","$170,000",Panels,No,Available,9,98,3,2,from 2.8 m,2,Closed balcony,Available,Major Renovation
Arabkir,"Komitas Avenue, Yerevan","$117,000",Stone,No,Not available,5,56,2,1,from 2.75 m,5,Open balcony,Available,Old Renovation
Avan,"Avan-Arinj 2nd micro, Yerevan","$105,000",Panels,No,Available,9,74,3,1,from 2.75 m,3,Closed balcony,Partial Furniture,Cosmetic Renovation
Davitashen,"SasnaTsrer street, Yerevan","$299,000",Monolith,Yes,Available,14,110,4,1,from 3 m,14,Open balcony,Available,Major Renovation
Avan,"Աճառյան փողոց, Երևան","$71,000",Stone,No,Not available,4,43,2,1,from 2.5 m,4,Not available,Partial Furniture,Cosmetic Renovation
Kanaker-Zeytun,"Karapet Ulnetsi Street, Yerevan","$145,000",Stone,No,Available,7,55,2,1,from 2.8 m,5,Closed balcony,Available,Designer Renovation
Shengavit,"Arshakuniats Avenue 155, Երևան","$83,000",Panels,No,Available,9,57,3,2,from 2.75 m,2,Closed balcony,Available,Euro Renovation
Avan,"Charents block, Yerevan","$135,000",Panels,No,Available,14,82,4,1,from 2.75 m,5,Closed balcony,By agreement,Major Renovation
Avan,"Isahakyan block, Yerevan","$118,000",Panels,No,Available,9,86,4,1,from 2.75 m,8,Closed balcony,By agreement,Major Renovation
Davitashen,"Anastas Mikoyan street, Yerevan","$223,000",Monolith,Yes,Available,15,105,4,1,from 3 m,14,Open balcony,Available,Major Renovation
Avan,"Ծարավ աղբյուրի փողոց, Երևան","$240,000",Monolith,Yes,Available,14,110,3,2,from 3 m,8,Open balcony,Available,Major Renovation
Shengavit,"Arshakuniats Avenue, Yerevan","$145,000",Stone,No,Available,5,72,4,1,from 3.2 m,2,Not available,Not available,Major Renovation
Arabkir,Yerevan › Arabkir,"$150,000",Stone,No,Not available,5,111,5,1,from 2.7 m,5,Open balcony,Not available,No Renovation
Ajapnyak,"Նորաշեն թաղամաս, Երևան","$118,000",Monolith,Yes,Available,12,70,3,1,from 3 m,12,Not available,Available,Major Renovation
Arabkir,"Komitas Avenue, Yerevan","$110,000",Stone,No,Not available,5,50,3,1,from 3.5 m,5,Not available,Available,Designer Renovation
Arabkir,"Gyulbenkyan street, Yerevan","$125,000",Panels,No,Available,9,60,2,1,from 2.75 m,2,Closed balcony,Available,Euro Renovation
Ajapnyak,"Նորաշեն թաղամաս, Երևան","$82,000",Panels,No,Available,16,60,3,1,from 2.75 m,16,Not available,Available,Cosmetic Renovation
Kanaker-Zeytun,"Tbilisian Highway, Yerevan","$80,000",Panels,No,Available,16,69,2,1,from 2.7 m,4,Multiple balconies,Partial Furniture,Euro Renovation
Kentron,"Yervand Kochar street, Yerevan","$215,000",Panels,No,Available,9,96,3,1,from 2.75 m,6,Closed balcony,Partial Furniture,Designer Renovation
Nor Nork,"Totovents street, Yerevan","$110,000",Stone,No,Not available,5,65,4,1,from 2.75 m,3,Not available,By agreement,Major Renovation
Nor Nork,"Minsk Street, Yerevan","$69,000",Panels,No,Available,9,56,1,1,from 2.75 m,7,Closed balcony,Not available,Cosmetic Renovation
Kanaker-Zeytun,"Azatutyan Avenue, Yerevan","$75,000",Panels,No,Available,9,43,1,1,from 2.75 m,6,Open balcony,Not available,No Renovation
